interaction_id,hotel_id,channel,language,request_type,complexity,hotel_name,city,country,hotel_type,rooms,hotel_size_category,timestamp,day_of_week,hour_of_day,day_of_week_number,time_period,month_number,month_name,quarter
INT2025_01_0186,hotel_02,email,EN,booking,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,16/01/2025 13:55,Thursday,13,4,Afternoon,1,January,1
INT2025_01_0189,hotel_04,website_chat,NO,service_request,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,19/01/2025 16:20,Sunday,16,0,Afternoon,1,January,1
INT2025_01_0192,hotel_07,facebook,NO,spa_reservation,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,22/01/2025 09:30,Wednesday,9,3,Morning,1,January,1
INT2025_01_0194,hotel_10,website_chat,NO,booking,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,24/01/2025 11:20,Friday,11,5,Morning,1,January,1
INT2025_01_0195,hotel_03,instagram,EN,check_in,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,25/01/2025 12:35,Saturday,12,6,Afternoon,1,January,1
INT2025_01_0218,hotel_09,website_chat,NO,booking,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,19/01/2025 15:45,Sunday,15,0,Afternoon,1,January,1
INT2025_01_0198,hotel_11,website_chat,EN,complaint,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,28/01/2025 15:40,Tuesday,15,2,Afternoon,1,January,1
INT2025_01_0200,hotel_02,instagram,EN,spa_reservation,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,30/01/2025 17:30,Thursday,17,4,Afternoon,1,January,1
INT2025_01_0201,hotel_08,email,NO,technical_issue,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,31/01/2025 08:05,Friday,8,5,Morning,1,January,1
INT2025_01_0202,hotel_12,facebook,EN,booking,medium,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,03/01/2025 09:20,Friday,9,5,Morning,1,January,1
INT2025_01_0232,hotel_09,website_chat,NO,spa_reservation,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,04/01/2025 09:20,Saturday,9,6,Morning,1,January,1
INT2025_01_0205,hotel_05,instagram,EN,service_request,medium,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,06/01/2025 12:25,Monday,12,1,Afternoon,1,January,1
INT2025_01_0206,hotel_07,email,NO,complaint,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,07/01/2025 13:40,Tuesday,13,2,Afternoon,1,January,1
INT2025_01_0207,hotel_10,facebook,EN,info,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,08/01/2025 14:55,Wednesday,14,3,Afternoon,1,January,1
INT2025_01_0208,hotel_03,website_chat,NO,spa_reservation,medium,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,09/01/2025 15:30,Thursday,15,4,Afternoon,1,January,1
INT2025_03_0299,hotel_09,website_chat,N/A,technical_issue,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,28/03/2025 15:28,Friday,15,5,Afternoon,3,March,1
INT2025_01_0210,hotel_06,email,EN,booking,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,11/01/2025 17:00,Saturday,17,6,Afternoon,1,January,1
INT2025_01_0213,hotel_02,website_chat,NO,service_request,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,14/01/2025 10:50,Tuesday,10,2,Morning,1,January,1
INT2025_01_0214,hotel_08,instagram,EN,complaint,medium,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,15/01/2025 11:25,Wednesday,11,3,Morning,1,January,1
INT2025_03_0326,hotel_09,facebook,N/A,check_in,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,10/03/2025 12:53,Monday,12,1,Afternoon,3,March,1
INT2025_01_0216,hotel_04,facebook,NO,spa_reservation,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,17/01/2025 13:55,Friday,13,5,Afternoon,1,January,1
INT2025_01_0219,hotel_05,instagram,EN,check_in,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,20/01/2025 16:20,Monday,16,1,Afternoon,1,January,1
INT2025_01_0224,hotel_11,instagram,EN,spa_reservation,complex,Ålesund View Hotel,Ålesund,Norway,city,100,Large,25/01/2025 11:20,Saturday,11,6,Morning,1,January,1
INT2025_01_0225,hotel_09,email,NO,technical_issue,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,26/01/2025 12:35,Sunday,12,0,Afternoon,1,January,1
INT2025_01_0226,hotel_02,facebook,EN,booking,medium,Oslo City Hotel,Oslo,Norway,city,180,Large,27/01/2025 13:50,Monday,13,1,Afternoon,1,January,1
INT2025_04_0045,hotel_09,instagram,N/A,technical_issue,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,25/04/2025 11:49,Friday,11,5,Morning,4,April,2
INT2025_01_0230,hotel_04,email,NO,complaint,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,31/01/2025 17:30,Friday,17,5,Afternoon,1,January,1
INT2025_01_0231,hotel_07,facebook,EN,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,03/01/2025 08:05,Friday,8,5,Morning,1,January,1
INT2025_04_0060,hotel_09,instagram,N/A,service_request,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,02/04/2025 16:20,Wednesday,16,3,Afternoon,4,April,2
INT2025_01_0234,hotel_10,email,EN,booking,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,06/01/2025 11:50,Monday,11,1,Morning,1,January,1
INT2025_01_0237,hotel_06,website_chat,NO,service_request,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,09/01/2025 14:55,Thursday,14,4,Afternoon,1,January,1
INT2025_01_0238,hotel_11,instagram,EN,complaint,medium,Ålesund View Hotel,Ålesund,Norway,city,100,Large,10/01/2025 15:30,Friday,15,5,Afternoon,1,January,1
INT2025_04_0087,hotel_09,email,N/A,spa_reservation,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,16/04/2025 14:15,Wednesday,14,3,Afternoon,4,April,2
INT2025_01_0240,hotel_02,facebook,NO,spa_reservation,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,12/01/2025 17:00,Sunday,17,0,Afternoon,1,January,1
INT2025_01_0242,hotel_12,website_chat,NO,booking,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,14/01/2025 09:35,Tuesday,9,2,Morning,1,January,1
INT2025_01_0243,hotel_04,instagram,EN,check_in,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,15/01/2025 10:50,Wednesday,10,3,Morning,1,January,1
INT2025_01_0246,hotel_05,website_chat,EN,complaint,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,18/01/2025 13:55,Saturday,13,6,Afternoon,1,January,1
INT2025_01_0248,hotel_03,instagram,EN,spa_reservation,complex,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,20/01/2025 15:45,Monday,15,1,Afternoon,1,January,1
INT2025_01_0250,hotel_06,facebook,EN,booking,medium,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,22/01/2025 17:05,Wednesday,17,3,Afternoon,1,January,1
INT2025_01_0253,hotel_02,instagram,EN,service_request,medium,Oslo City Hotel,Oslo,Norway,city,180,Large,25/01/2025 10:45,Saturday,10,6,Morning,1,January,1
INT2025_01_0254,hotel_08,email,NO,complaint,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,26/01/2025 11:20,Sunday,11,0,Morning,1,January,1
INT2025_01_0255,hotel_12,facebook,EN,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,27/01/2025 12:35,Monday,12,1,Afternoon,1,January,1
INT2025_01_0256,hotel_04,website_chat,NO,spa_reservation,medium,Northern Lights Resort,Tromsø,Norway,resort,120,Large,28/01/2025 13:50,Tuesday,13,2,Afternoon,1,January,1
INT2025_01_0191,hotel_05,email,N/A,info,complex,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,21/01/2025 08:15,Tuesday,8,2,Morning,1,January,1
INT2025_01_0182,hotel_unknown,email,NO,complaint,complex,,,,,,,12/01/2025 09:35,Sunday,9,0,Morning,1,January,1
INT2025_01_0190,hotel_unknown,instagram,EN,complaint,medium,,,,,,,20/01/2025 17:05,Monday,17,1,Afternoon,1,January,1
INT2025_01_0222,hotel_unknown,website_chat,EN,complaint,simple,,,,,,,23/01/2025 09:30,Thursday,9,4,Morning,1,January,1
INT2025_01_0229,hotel_unknown,instagram,EN,service_request,medium,,,,,,,30/01/2025 16:55,Thursday,16,4,Afternoon,1,January,1
INT2025_01_0175,hotel_12,website_chat,NO,info,medium,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,05/01/2025 12:25,Sunday,12,0,Afternoon,1,January,1
INT2025_01_0193,hotel_09,website_chat,EN,technical_issue,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,23/01/2025 10:45,Thursday,10,4,Morning,1,January,1
INT2025_01_0187,hotel_08,website_chat,NO,check_in,medium,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,17/01/2025 14:30,Friday,14,5,Afternoon,1,January,1
INT2025_01_0199,hotel_09,website_chat,NO,info,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,29/01/2025 16:55,Wednesday,16,3,Afternoon,1,January,1
INT2025_01_0211,hotel_11,website_chat,NO,check_in,medium,Ålesund View Hotel,Ålesund,Norway,city,100,Large,12/01/2025 08:20,Sunday,8,0,Morning,1,January,1
INT2025_01_0212,hotel_09,facebook,EN,service_request,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,13/01/2025 09:35,Monday,9,1,Morning,1,January,1
INT2025_01_0220,hotel_10,email,NO,service_request,medium,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,21/01/2025 17:05,Tuesday,17,2,Afternoon,1,January,1
INT2025_01_0244,hotel_07,email,NO,service_request,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,16/01/2025 11:25,Thursday,11,4,Morning,1,January,1
INT2025_01_0196,hotel_unknown,email,NO,service_request,medium,,,,,,,26/01/2025 13:50,Sunday,13,0,Afternoon,1,January,1
INT2025_01_0180,hotel_10,website_chat,NO,service_request,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,10/01/2025 17:00,Friday,17,5,Afternoon,1,January,1
INT2025_01_0204,hotel_09,website_chat,NO,service_request,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,05/01/2025 11:50,Sunday,11,0,Morning,1,January,1
INT2025_01_0258,hotel_09,email,EN,booking,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,30/01/2025 15:40,Thursday,15,4,Afternoon,1,January,1
INT2025_01_0261,hotel_03,website_chat,NO,service_request,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,04/01/2025 08:05,Saturday,8,6,Morning,1,January,1
INT2025_01_0272,hotel_09,instagram,EN,spa_reservation,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,15/01/2025 09:35,Wednesday,9,3,Morning,1,January,1
INT2025_01_0264,hotel_11,facebook,NO,spa_reservation,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,07/01/2025 11:50,Tuesday,11,2,Morning,1,January,1
INT2025_01_0266,hotel_02,website_chat,NO,booking,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,09/01/2025 13:40,Thursday,13,4,Afternoon,1,January,1
INT2025_01_0267,hotel_08,instagram,EN,check_in,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,10/01/2025 14:55,Friday,14,5,Afternoon,1,January,1
INT2025_01_0270,hotel_04,website_chat,EN,complaint,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,13/01/2025 17:00,Monday,17,1,Afternoon,1,January,1
INT2025_01_0273,hotel_05,email,NO,technical_issue,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,16/01/2025 10:50,Thursday,10,4,Morning,1,January,1
INT2025_01_0274,hotel_10,facebook,EN,booking,medium,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,17/01/2025 11:25,Friday,11,5,Morning,1,January,1
INT2025_02_0008,hotel_09,website_chat,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,05/02/2025 14:55,Wednesday,14,3,Afternoon,2,February,1
INT2025_01_0277,hotel_06,instagram,EN,service_request,medium,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,20/01/2025 14:30,Monday,14,1,Afternoon,1,January,1
INT2025_01_0278,hotel_11,email,NO,complaint,complex,Ålesund View Hotel,Ålesund,Norway,city,100,Large,21/01/2025 15:45,Tuesday,15,2,Afternoon,1,January,1
INT2025_01_0279,hotel_09,facebook,EN,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,22/01/2025 16:20,Wednesday,16,3,Afternoon,1,January,1
INT2025_01_0280,hotel_02,website_chat,NO,spa_reservation,medium,Oslo City Hotel,Oslo,Norway,city,180,Large,23/01/2025 17:05,Thursday,17,4,Afternoon,1,January,1
INT2025_01_0260,hotel_10,facebook,EN,service_request,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,03/01/2025 17:30,Friday,17,5,Afternoon,1,January,1
INT2025_01_0282,hotel_12,email,EN,booking,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,25/01/2025 09:30,Saturday,9,6,Morning,1,January,1
INT2025_01_0286,hotel_07,instagram,EN,complaint,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,29/01/2025 13:50,Wednesday,13,3,Afternoon,1,January,1
INT2025_02_0031,hotel_09,facebook,EN,check_in,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,18/02/2025 07:30,Tuesday,7,2,Morning,2,February,1
INT2025_01_0288,hotel_10,facebook,NO,spa_reservation,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,31/01/2025 15:40,Friday,15,5,Afternoon,1,January,1
INT2025_01_0291,hotel_06,instagram,EN,check_in,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,05/01/2025 08:05,Sunday,8,0,Morning,1,January,1
INT2025_01_0294,hotel_02,website_chat,EN,complaint,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,08/01/2025 11:50,Wednesday,11,3,Morning,1,January,1
INT2025_01_0296,hotel_12,instagram,EN,spa_reservation,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,10/01/2025 13:40,Friday,13,5,Afternoon,1,January,1
INT2025_01_0297,hotel_04,email,NO,technical_issue,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,11/01/2025 14:55,Saturday,14,6,Afternoon,1,January,1
INT2025_01_0298,hotel_07,facebook,EN,booking,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,12/01/2025 15:30,Sunday,15,0,Afternoon,1,January,1
INT2025_02_0001,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,01/02/2025 07:45,Saturday,7,6,Morning,2,February,1
INT2025_02_0002,hotel_03,website_chat,EN,booking,complex,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,01/02/2025 08:10,Saturday,8,6,Morning,2,February,1
INT2025_02_0003,hotel_05,website_chat,NO,service_request,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,02/02/2025 09:22,Sunday,9,0,Morning,2,February,1
INT2025_02_0004,hotel_07,instagram,EN,complaint,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,02/02/2025 10:41,Sunday,10,0,Morning,2,February,1
INT2025_02_0005,hotel_02,email,NO,check_out,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,03/02/2025 11:05,Monday,11,1,Morning,2,February,1
INT2025_02_0006,hotel_02,email,NO,check_out,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,03/02/2025 11:06,Monday,11,1,Morning,2,February,1
INT2025_02_0007,hotel_10,facebook,EN,spa_reservation,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,04/02/2025 13:18,Tuesday,13,2,Afternoon,2,February,1
INT2025_04_0366,hotel_09,facebook,N/A,check_in,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,05/04/2025 13:15,Saturday,13,6,Afternoon,4,April,2
INT2025_02_0011,hotel_08,facebook,NO,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,08/02/2025 07:30,Saturday,7,6,Morning,2,February,1
INT2025_02_0012,hotel_12,email,EN,booking,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,08/02/2025 08:45,Saturday,8,6,Morning,2,February,1
INT2025_02_0013,hotel_03,website_chat,NO,complaint,medium,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,09/02/2025 09:15,Sunday,9,0,Morning,2,February,1
INT2025_02_0016,hotel_07,email,EN,info,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,10/02/2025 12:40,Monday,12,1,Afternoon,2,February,1
INT2025_07_0031,hotel_09,facebook,N/A,check_in,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,18/07/2025 07:53,Friday,7,5,Morning,7,July,3
INT2025_02_0019,hotel_06,instagram,EN,booking,medium,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,12/02/2025 15:55,Wednesday,15,3,Afternoon,2,February,1
INT2025_02_0022,hotel_09,facebook,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,13/02/2025 08:15,Thursday,8,4,Morning,2,February,1
INT2025_02_0023,hotel_03,email,EN,check_out,medium,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,14/02/2025 09:30,Friday,9,5,Morning,2,February,1
INT2025_07_0073,hotel_09,website_chat,N/A,booking,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,08/07/2025 10:12,Tuesday,10,2,Morning,7,July,3
INT2025_02_0025,hotel_07,instagram,NO,service_request,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,15/02/2025 11:20,Saturday,11,6,Morning,2,February,1
INT2025_02_0027,hotel_12,facebook,NO,technical_issue,medium,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,16/02/2025 13:50,Sunday,13,0,Afternoon,2,February,1
INT2025_02_0028,hotel_08,email,EN,info,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,16/02/2025 14:25,Sunday,14,0,Afternoon,2,February,1
INT2025_02_0029,hotel_02,website_chat,NO,booking,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,17/02/2025 15:10,Monday,15,1,Afternoon,2,February,1
INT2025_07_0115,hotel_09,instagram,N/A,info,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,29/07/2025 11:52,Tuesday,11,2,Morning,7,July,3
INT2025_02_0035,hotel_07,instagram,EN,spa_reservation,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,20/02/2025 11:45,Thursday,11,4,Morning,2,February,1
INT2025_02_0037,hotel_11,email,NO,booking,medium,Ålesund View Hotel,Ålesund,Norway,city,100,Large,21/02/2025 13:35,Friday,13,5,Afternoon,2,February,1
INT2025_02_0038,hotel_03,website_chat,EN,check_out,complex,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,21/02/2025 14:50,Friday,14,5,Afternoon,2,February,1
INT2025_02_0040,hotel_06,instagram,EN,info,medium,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,22/02/2025 16:20,Saturday,16,6,Afternoon,2,February,1
INT2025_01_0262,hotel_unknown,instagram,EN,complaint,medium,,,,,,,05/01/2025 09:20,Sunday,9,0,Morning,1,January,1
INT2025_01_0284,hotel_09,facebook,EN,service_request,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,27/01/2025 11:20,Monday,11,1,Morning,1,January,1
INT2025_01_0285,hotel_unknown,website_chat,NO,service_request,simple,,,,,,,28/01/2025 12:35,Tuesday,12,2,Afternoon,1,January,1
INT2025_01_0290,hotel_unknown,website_chat,NO,booking,complex,,,,,,,04/01/2025 17:30,Saturday,17,6,Afternoon,1,January,1
INT2025_01_0259,hotel_05,website_chat,NO,check_in,medium,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,31/01/2025 16:55,Friday,16,5,Afternoon,1,January,1
INT2025_01_0265,hotel_09,website_chat,EN,technical_issue,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,08/01/2025 12:25,Wednesday,12,3,Afternoon,1,January,1
INT2025_01_0271,hotel_07,website_chat,NO,info,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,14/01/2025 08:20,Tuesday,8,2,Morning,1,January,1
INT2025_02_0015,hotel_09,website_chat,NO,check_in,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,10/02/2025 11:20,Monday,11,1,Morning,2,February,1
INT2025_01_0283,hotel_04,website_chat,NO,check_in,medium,Northern Lights Resort,Tromsø,Norway,resort,120,Large,26/01/2025 10:45,Sunday,10,0,Morning,1,January,1
INT2025_01_0289,hotel_03,website_chat,EN,technical_issue,medium,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,03/01/2025 16:55,Friday,16,5,Afternoon,1,January,1
INT2025_01_0295,hotel_08,website_chat,NO,info,medium,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,09/01/2025 12:25,Thursday,12,4,Afternoon,1,January,1
INT2025_01_0292,hotel_11,email,NO,service_request,medium,Ålesund View Hotel,Ålesund,Norway,city,100,Large,06/01/2025 09:20,Monday,9,1,Morning,1,January,1
INT2025_04_0312,hotel_09,email,N/A,service_request,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,08/04/2025 08:50,Tuesday,8,2,Morning,4,April,2
INT2025_02_0020,hotel_11,email,NO,service_request,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,12/02/2025 16:30,Wednesday,16,3,Afternoon,2,February,1
INT2025_02_0032,hotel_10,email,NO,service_request,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,18/02/2025 08:45,Tuesday,8,2,Morning,2,February,1
INT2025_07_0127,hotel_09,email,N/A,service_request,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,04/07/2025 13:57,Friday,13,5,Afternoon,7,July,3
INT2025_02_0041,hotel_02,facebook,NO,service_request,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,23/02/2025 07:10,Sunday,7,0,Morning,2,February,1
INT2025_07_0178,hotel_09,website_chat,N/A,service_request,medium,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,29/07/2025 14:57,Tuesday,14,2,Afternoon,7,July,3
INT2025_01_0268,hotel_unknown,email,NO,service_request,medium,,,,,,,11/01/2025 15:30,Saturday,15,6,Afternoon,1,January,1
INT2025_04_0153,hotel_09,website_chat,N/A,service_request,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,19/04/2025 10:10,Saturday,10,6,Morning,4,April,2
INT2025_02_0043,hotel_12,website_chat,EN,service_request,medium,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,24/02/2025 09:40,Monday,9,1,Morning,2,February,1
