"interaction_id","timestamp","hotel_id","channel","language","request_type","complexity","hotel_name","city","country","hotel_type","rooms"
"INT2025_01_0255","2025-01-27 12:35:00","hotel_12","facebook","EN","info","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_01_0256","2025-01-28 13:50:00","hotel_04","website_chat","NO","spa_reservation","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_01_0191","2025-01-21 08:15:00","hotel_05","email","N/A","info","complex","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_01_0182","2025-01-12 09:35:00","hotel_unknown","email","NO","complaint","complex","","","","",""
"INT2025_01_0190","2025-01-20 17:05:00","hotel_unknown","instagram","EN","complaint","medium","","","","",""
"INT2025_01_0222","2025-01-23 09:30:00","hotel_unknown","website_chat","EN","complaint","simple","","","","",""
"INT2025_01_0229","2025-01-30 16:55:00","hotel_unknown","instagram","EN","service_request","medium","","","","",""
"INT2025_01_0175","2025-01-05 12:25:00","hotel_12","website_chat","NO","info","medium","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_01_0193","2025-01-23 10:45:00","hotel_09","website_chat","EN","technical_issue","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_01_0187","2025-01-17 14:30:00","hotel_08","website_chat","NO","check_in","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_01_0199","2025-01-29 16:55:00","hotel_09","website_chat","NO","info","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_01_0211","2025-01-12 08:20:00","hotel_11","website_chat","NO","check_in","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_01_0212","2025-01-13 09:35:00","hotel_09","facebook","EN","service_request","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_01_0220","2025-01-21 17:05:00","hotel_10","email","NO","service_request","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_01_0244","2025-01-16 11:25:00","hotel_07","email","NO","service_request","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_01_0196","2025-01-26 13:50:00","hotel_unknown","email","NO","service_request","medium","","","","",""
"INT2025_01_0180","2025-01-10 17:00:00","hotel_10","website_chat","NO","service_request","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_01_0204","2025-01-05 11:50:00","hotel_09","website_chat","NO","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_01_0258","2025-01-30 15:40:00","hotel_09","email","EN","booking","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_01_0261","2025-01-04 08:05:00","hotel_03","website_chat","NO","service_request","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_01_0272","2025-01-15 09:35:00","hotel_09","instagram","EN","spa_reservation","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_01_0264","2025-01-07 11:50:00","hotel_11","facebook","NO","spa_reservation","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_01_0266","2025-01-09 13:40:00","hotel_02","website_chat","NO","booking","complex","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_01_0267","2025-01-10 14:55:00","hotel_08","instagram","EN","check_in","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_01_0270","2025-01-13 17:00:00","hotel_04","website_chat","EN","complaint","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_01_0273","2025-01-16 10:50:00","hotel_05","email","NO","technical_issue","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_01_0274","2025-01-17 11:25:00","hotel_10","facebook","EN","booking","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_02_0008","2025-02-05 14:55:00","hotel_09","website_chat","NO","info","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_01_0277","2025-01-20 14:30:00","hotel_06","instagram","EN","service_request","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_01_0278","2025-01-21 15:45:00","hotel_11","email","NO","complaint","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_01_0279","2025-01-22 16:20:00","hotel_09","facebook","EN","info","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_01_0280","2025-01-23 17:05:00","hotel_02","website_chat","NO","spa_reservation","medium","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_01_0260","2025-01-03 17:30:00","hotel_10","facebook","EN","service_request","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_01_0282","2025-01-25 09:30:00","hotel_12","email","EN","booking","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_01_0286","2025-01-29 13:50:00","hotel_07","instagram","EN","complaint","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_02_0031","2025-02-18 07:30:00","hotel_09","facebook","EN","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_01_0288","2025-01-31 15:40:00","hotel_10","facebook","NO","spa_reservation","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_01_0291","2025-01-05 08:05:00","hotel_06","instagram","EN","check_in","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_01_0294","2025-01-08 11:50:00","hotel_02","website_chat","EN","complaint","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_01_0296","2025-01-10 13:40:00","hotel_12","instagram","EN","spa_reservation","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_01_0297","2025-01-11 14:55:00","hotel_04","email","NO","technical_issue","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_01_0298","2025-01-12 15:30:00","hotel_07","facebook","EN","booking","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_02_0001","2025-02-01 07:45:00","hotel_01","email","NO","info","simple","The Well","Sandvika","Norway","spa",231
"INT2025_02_0002","2025-02-01 08:10:00","hotel_03","website_chat","EN","booking","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_02_0003","2025-02-02 09:22:00","hotel_05","website_chat","NO","service_request","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_02_0004","2025-02-02 10:41:00","hotel_07","instagram","EN","complaint","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_02_0005","2025-02-03 11:05:00","hotel_02","email","NO","check_out","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_02_0006","2025-02-03 11:06:00","hotel_02","email","NO","check_out","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_02_0007","2025-02-04 13:18:00","hotel_10","facebook","EN","spa_reservation","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_04_0366","2025-04-05 13:15:00","hotel_09","facebook","N/A","check_in","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0011","2025-02-08 07:30:00","hotel_08","facebook","NO","info","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_02_0012","2025-02-08 08:45:00","hotel_12","email","EN","booking","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_02_0013","2025-02-09 09:15:00","hotel_03","website_chat","NO","complaint","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_02_0016","2025-02-10 12:40:00","hotel_07","email","EN","info","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_07_0031","2025-07-18 07:53:00","hotel_09","facebook","N/A","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0019","2025-02-12 15:55:00","hotel_06","instagram","EN","booking","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_02_0022","2025-02-13 08:15:00","hotel_09","facebook","NO","info","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0023","2025-02-14 09:30:00","hotel_03","email","EN","check_out","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_07_0073","2025-07-08 10:12:00","hotel_09","website_chat","N/A","booking","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0025","2025-02-15 11:20:00","hotel_07","instagram","NO","service_request","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_02_0027","2025-02-16 13:50:00","hotel_12","facebook","NO","technical_issue","medium","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_02_0028","2025-02-16 14:25:00","hotel_08","email","EN","info","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_02_0029","2025-02-17 15:10:00","hotel_02","website_chat","NO","booking","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_07_0115","2025-07-29 11:52:00","hotel_09","instagram","N/A","info","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0035","2025-02-20 11:45:00","hotel_07","instagram","EN","spa_reservation","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_02_0037","2025-02-21 13:35:00","hotel_11","email","NO","booking","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_02_0038","2025-02-21 14:50:00","hotel_03","website_chat","EN","check_out","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_02_0040","2025-02-22 16:20:00","hotel_06","instagram","EN","info","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_01_0262","2025-01-05 09:20:00","hotel_unknown","instagram","EN","complaint","medium","","","","",""
"INT2025_01_0284","2025-01-27 11:20:00","hotel_09","facebook","EN","service_request","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_01_0285","2025-01-28 12:35:00","hotel_unknown","website_chat","NO","service_request","simple","","","","",""
"INT2025_01_0290","2025-01-04 17:30:00","hotel_unknown","website_chat","NO","booking","complex","","","","",""
"INT2025_01_0259","2025-01-31 16:55:00","hotel_05","website_chat","NO","check_in","medium","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_01_0265","2025-01-08 12:25:00","hotel_09","website_chat","EN","technical_issue","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_01_0271","2025-01-14 08:20:00","hotel_07","website_chat","NO","info","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_02_0015","2025-02-10 11:20:00","hotel_09","website_chat","NO","check_in","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_01_0283","2025-01-26 10:45:00","hotel_04","website_chat","NO","check_in","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_01_0289","2025-01-03 16:55:00","hotel_03","website_chat","EN","technical_issue","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_01_0295","2025-01-09 12:25:00","hotel_08","website_chat","NO","info","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_01_0292","2025-01-06 09:20:00","hotel_11","email","NO","service_request","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_04_0312","2025-04-08 08:50:00","hotel_09","email","N/A","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0020","2025-02-12 16:30:00","hotel_11","email","NO","service_request","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_02_0032","2025-02-18 08:45:00","hotel_10","email","NO","service_request","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_07_0127","2025-07-04 13:57:00","hotel_09","email","N/A","service_request","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0041","2025-02-23 07:10:00","hotel_02","facebook","NO","service_request","complex","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_07_0178","2025-07-29 14:57:00","hotel_09","website_chat","N/A","service_request","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_01_0268","2025-01-11 15:30:00","hotel_unknown","email","NO","service_request","medium","","","","",""
"INT2025_04_0153","2025-04-19 10:10:00","hotel_09","website_chat","N/A","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0043","2025-02-24 09:40:00","hotel_12","website_chat","EN","service_request","medium","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_02_0046","2025-02-25 12:45:00","hotel_07","facebook","NO","check_in","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_02_0047","2025-02-26 13:20:00","hotel_05","email","EN","info","complex","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_02_0048","2025-02-26 14:35:00","hotel_10","website_chat","NO","complaint","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_02_0052","2025-02-28 08:20:00","hotel_11","email","EN","service_request","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_02_0053","2025-02-01 09:35:00","hotel_09","website_chat","NO","spa_reservation","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0045","2025-02-25 11:30:00","hotel_09","instagram","EN","technical_issue","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0056","2025-02-02 12:40:00","hotel_12","facebook","NO","booking","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_02_0057","2025-02-03 13:55:00","hotel_04","email","EN","check_in","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_02_0058","2025-02-03 14:30:00","hotel_07","website_chat","NO","complaint","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_02_0061","2025-02-05 07:20:00","hotel_10","facebook","EN","spa_reservation","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_02_0060","2025-02-04 16:00:00","hotel_09","instagram","NO","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0065","2025-02-07 11:40:00","hotel_11","instagram","NO","check_out","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_02_0066","2025-02-07 12:55:00","hotel_09","facebook","EN","complaint","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0068","2025-02-08 14:45:00","hotel_08","website_chat","EN","check_in","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_02_0074","2025-02-11 10:20:00","hotel_09","website_chat","NO","complaint","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0070","2025-02-09 16:35:00","hotel_04","instagram","NO","spa_reservation","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_02_0072","2025-02-10 08:30:00","hotel_05","email","NO","info","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_02_0087","2025-02-18 13:55:00","hotel_09","email","EN","spa_reservation","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0079","2025-02-14 15:55:00","hotel_11","website_chat","NO","technical_issue","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_02_0080","2025-02-14 16:30:00","hotel_09","instagram","EN","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0081","2025-02-15 07:05:00","hotel_02","facebook","NO","info","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_02_0101","2025-02-25 07:15:00","hotel_09","facebook","NO","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_02_0083","2025-02-16 09:35:00","hotel_12","website_chat","EN","complaint","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_02_0086","2025-02-17 12:40:00","hotel_05","facebook","NO","service_request","complex","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_02_0051","2025-02-28 07:05:00","hotel_06","facebook","NO","service_request","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_02_0089","2025-02-19 15:15:00","hotel_03","website_chat","NO","info","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
